Product_item_no,Product_mfr_no,Product_name,Product_packsize,Product_price,Product_url,Product_value,Product_wght
REPBB029,0.03,"Reagecon 2,4,5-Tribromobiphenyl (PBB-29) Single Compound Standard 50 µg/ml in Isooctane",1ml,"€ 116,28",https://www.reagecon.com/pbb_singlecompound/reagecon-2-4-5-tribromobiphenyl-pbb-29-single-repbb029?returnurl=%2fpbb_singlecompound%2f,50 µg/ml,0.03
REPBB015,0.03,"Reagecon 4,4'-Dibromobiphenyl (PBB-15) Single Compound Standard 50 µg/ml in Isooctane",1ml,"€ 78,34",https://www.reagecon.com/pbb_singlecompound/reagecon-4-4-dibromobiphenyl-pbb-15-single-repbb015?returnurl=%2fpbb_singlecompound%2f,50 µg/ml,0.03
REPBB153,0.03,"Reagecon 2,2',4,4',5,5'-Hexabromobiphenyl (PBB-153) Single Compound Standard 50 µg/ml in Hexane",1ml,"€ 471,24",https://www.reagecon.com/pbb_singlecompound/reagecon-2-2-4-4-5-5-hexabromobiphenyl-pbb-153-repbb153?returnurl=%2fpbb_singlecompound%2f,50 µg/ml,0.03
REPBB206,0.03,"Reagecon 2,2',3,3',4,4',5,5',6-Nonabromobiphenyl (PBB-206) Single Compound Standard 50 µg/ml in Isooctane",1ml,"€ 575,28",https://www.reagecon.com/pbb_singlecompound/reagecon-2-2-3-3-4-4-5-5-6-nonabromobiphenyl-pbb-repbb206?returnurl=%2fpbb_singlecompound%2f,50 µg/ml,0.03
REPBB049,0.03,"Reagecon 2,2',4,5'-Tetrabromobiphenyl (PBB-49) Single Compound Standard 50 µg/ml in Isooctane",1ml,"€ 286,42",https://www.reagecon.com/pbb_singlecompound/reagecon-2-2-4-5-tetrabromobiphenyl-pbb-49-single-repbb049?returnurl=%2fpbb_singlecompound%2f,50 µg/ml,0.03
REPBB103,0.03,"Reagecon 2,2',4,5',6-Pentabromobiphenyl (PBB-103) Single Compound Standard 50 µg/ml in Isooctane",1ml,"€ 269,28",https://www.reagecon.com/pbb_singlecompound/reagecon-2-2-4-5-6-pentabromobiphenyl-pbb-103-repbb103?returnurl=%2fpbb_singlecompound%2f,50 µg/ml,0.03
REPBB003,0.03,Reagecon 4-Bromobiphenyl (PBB-3) Single Compound Standard 50 µg/ml in Isooctane,1ml,"€ 78,34",https://www.reagecon.com/pbb_singlecompound/reagecon-4-bromobiphenyl-pbb-3-single-compound-repbb003?returnurl=%2fpbb_singlecompound%2f,50 µg/ml,0.03
9584652,2.04,Gel electrophoresis tank OmniPage Mini; Description OmniPage Mini; Thickness  mm; Sample volume  µl,ea,"€ 523,96",https://www.reagecon.com/protein-electrophoresis/gel-electrophoresis-tank-omnipage-mini-description-9584652?returnurl=%2fprotein-electrophoresis%2f,CVS10D,2.04
9160020,0.02,Dissecting needle holder; Type Wironit shaft with plastic handle; Length 240 mm,ea,"€ 16,45",https://www.reagecon.com/histology/scalpels/dissecting-needle-holder-type-wironit-shaft-with-9160020?returnurl=%2fhistology%2fscalpels%2f,HWO 024-24,0.02
215392-100G,0.23,Copper (II) Perchlorate Hexahydrate 98%,100g,"€ 69,00",https://www.reagecon.com/chemistry/materialsscience/copper-ii-perchlorate-hexahydrate-98-215392--100g?returnurl=%2fchemistry%2fmaterialsscience%2f,215392-100G,0.23
9971708,0.50,FTA Cards; Type FTA Classic Card; Description sample area 125µl / total 500µl,100pk,"€ 534,47",https://www.reagecon.com/dna-rna-isolation/fta-cards-type-fta-classic-card-description-sample-9971708?returnurl=%2fdna-rna-isolation%2f,WB120205,0.50
9190985,1.73,HELLMANEX® III liquid; Type HELLMANEX® III; Capacity 1 Litres,ea,"€ 55,64",https://www.reagecon.com/cuvette/accessories/hellmanex-iii-liquid-type-hellmanex-iii-capacity-1-9190985?returnurl=%2fcuvette%2faccessories%2f,9-307-011-4-507,1.73
9224032,6.40,Stands for overhead stirrers; Type R 1826; Description Stand with baseplate; Rod diam. 16 mm; Height 800 mm; Max.  load 5 kg,ea,"€ 316,06",https://www.reagecon.com/stirrer-heads/stands-for-overhead-stirrers-type-r-1826-9224032?returnurl=%2fstirrer-heads%2f,0003160100,6.40
9224033,6.52,Stands for overhead stirrers; Type R 1827; Description Stand with baseplate; Rod diam. 16 mm; Height 1000 mm; Max.  load 5 kg,ea,"€ 343,95",https://www.reagecon.com/stirrer-heads/stands-for-overhead-stirrers-type-r-1827-9224033?returnurl=%2fstirrer-heads%2f,0003160200,6.52
NPD04,Kg,Reagecon Carbonate Bi-Carbonate Buffer Aschafenburg and Mullen Phosphatase Test Buffer,12x2.5g,"€ 89,49",https://www.reagecon.com/dairy/phosphatase-test/reagecon-carbonate-bi-carbonate-buffer-npd04?returnurl=%2fdairy%2fphosphatase-test%2f,0.98,0.98
EP378-100,0.12,Reagecon pH 3.78 Buffer Solution at 25°C according to European Pharmacopoeia (EP),100ml,"€ 21,65",https://www.reagecon.com/ep_buffersolutions/reagecon-ph-3-78-buffer-solution-at-25-c-according-ep378--100?returnurl=%2fep_buffersolutions%2f,pH 3.78,0.12
4001557,0.18,LLG Headspace Seals ND20 (Pressure Release Caps) Aluminium; Ready Assembled; Caps Silver; Centre Hole; Septa; 50° Shore A; 3.00mm,100pk,"€ 20,70",https://www.reagecon.com/consumablesequipment/chromatography/llg-headspace-seals-nd20-pressure-release-caps-4001557?returnurl=%2fconsumablesequipment%2fchromatography%2f,4001557,0.18
EP378,0.62,Reagecon pH 3.78 Buffer Solution at 25°C according to European Pharmacopoeia (EP),500ml,"€ 117,51",https://www.reagecon.com/ep_buffersolutions/reagecon-ph-3-78-buffer-solution-at-25-c-according-ep378?returnurl=%2fep_buffersolutions%2f,pH 3.78,0.62
9301540,0.64,Acrylic-Dispensing Box 4 Chamber,ea,"€ 132,30",https://www.reagecon.com/pipette-tips/acrylic-dispensing-box-4-chamber-9301540?returnurl=%2fpipette-tips%2f,2-1515,0.64
4003420,1.21,Syringe filter CHROMAFIL® Cellulose acetate (CA); Type non sterile; Filter diam. 25 mm; Pore size 0.20 µm; Housing PP-colourless/labelled*,400pk,"€ 324,03",https://www.reagecon.com/environmental/sample-preparation/syringe-filter-chromafil-cellulose-acetate-ca-type-4003420?returnurl=%2fenvironmental%2fsample-preparation%2f,729226.400,1.21
51753-1KG,1,Pumice Stone Granular 4-6 Mm,1kg,"€ 48,40",https://www.reagecon.com/adsorbents/adsorption_filteraids/pumice-stone-granular-4-6-mm-51753--1kg?returnurl=%2fadsorbents%2fadsorption_filteraids%2f,51753-1KG,1
85106-500g,0.60,Boiling Stones,500g,"€ 111,81",https://www.reagecon.com/adsorbents/adsorption_filteraids/boiling-stones-85106--500g?returnurl=%2fadsorbents%2fadsorption_filteraids%2f,85106-500G,0.60
4001556,0.09,LLG Micro Inserts for Screw Vials ND8 Small Clear with Plastic Spring 0.10ml,100pk,"€ 35,66",https://www.reagecon.com/consumablesequipment/chromatography/llg-micro-inserts-for-screw-vials-nd8-small-clear-4001556?returnurl=%2fconsumablesequipment%2fchromatography%2f,4001556,0.09
BOD500-500ML,0.50,BOD 500 mg/l Calibration Standard CRM certified in accordance with ISO Guide 34:2009,500ml,"€ 126,60",https://www.reagecon.com/analyticalapplications/crms/bod-500-mg-l-calibration-standard-crm-certified-in-bod500--500ml?returnurl=%2fanalyticalapplications%2fcrms%2f,BOD500-500ML,0.50
A-046-1ML,0.02,Atropine 1.0 mg/ml in Acetonitrile Certified Reference Material ampoule of 1ml,1ml,"€ 110,53",https://www.reagecon.com/analyticalapplications/crms/atropine-1-0-mg-ml-in-acetonitrile-certified-a--046--1ml?returnurl=%2fanalyticalapplications%2fcrms%2f,A-046-1ML,0.02
94377-10MG,10,Indeno[123-Cd] Pyrene Certified Reference Material TraceCERT,10mg,"€ 55,62",https://www.reagecon.com/analyticalapplications/crms/indeno-123-cd-pyrene-certified-reference-material-94377--10mg?returnurl=%2fanalyticalapplications%2fcrms%2f,94377-10MG,10
4000242,0.06,pureGrade™ (medium binding); Description 96-well; white; transparent bottom; Bottom shape/ Well volume µl F / 330,100pk,"€ 600,26",https://www.reagecon.com/elisa/puregrade-medium-binding-description-96-well-white-4000242?returnurl=%2felisa%2f,781610,0.06
4000243,6.10,pureGrade™ (medium binding); Description 96-well; black; transparent bottom; Bottom shape/ Well volume µl F / 330,100pk,"€ 600,26",https://www.reagecon.com/elisa/puregrade-medium-binding-description-96-well-black-4000243?returnurl=%2felisa%2f,781611,6.10
9163253,0.15,LLG Rack Stainless Steel for Macro Staining Jars,ea,"€ 24,24",https://www.reagecon.com/microscopy/staining-racks/llg-rack-stainless-steel-for-macro-staining-jars-9163253?returnurl=%2fmicroscopy%2fstaining-racks%2f,9163253,0.15
9163252,0.75,LLG Macro Staining Jars Soda Lime Glass; 88mmx105mm (WxL); Height 78mm (with cap),ea,"€ 12,67",https://www.reagecon.com/microscopy/staining-racks/llg-macro-staining-jars-soda-lime-glass-88mmx105mm-9163252?returnurl=%2fmicroscopy%2fstaining-racks%2f,9163252,0.75
9163251,0.36,LLG Hellendahl Staining Jars Soda Lime Glass; 61mmx63mm (WxL); Height 102mm (with cap),ea,"€ 7,49",https://www.reagecon.com/microscopy/staining-racks/llg-hellendahl-staining-jars-soda-lime-glass-9163251?returnurl=%2fmicroscopy%2fstaining-racks%2f,9163251,0.36
9163250,0.39,"""LLG Schiefferdecker Staining Jars Soda Lime Glass; 68mmx88mm (WxL); Height 50,15mm (with cap)""",ea,"€ 6,71",https://www.reagecon.com/microscopy/staining-racks/llg-schiefferdecker-staining-jars-soda-lime-glass-9163250?returnurl=%2fmicroscopy%2fstaining-racks%2f,9163250,0.39
4000241,4.61,pureGrade™ (medium binding); Description 96-well; black; Bottom shape/ Well volume µl U / 330,100pk,"€ 224,95",https://www.reagecon.com/elisa/puregrade-medium-binding-description-96-well-black-4000241?returnurl=%2felisa%2f,781607,4.61
6232575,0.15,LLG Staining Plates Porcelain 6 Cavities; 25x81x112mm (HxWxL),ea,"€ 7,25",https://www.reagecon.com/microscopy/staining-racks/llg-staining-plates-porcelain-6-cavities-6232575?returnurl=%2fmicroscopy%2fstaining-racks%2f,6232575,0.15
4000240,5.58,pureGrade™ (medium binding); Description 96-well; white; Bottom shape/ Well volume µl U / 330,100pk,"€ 224,95",https://www.reagecon.com/elisa/puregrade-medium-binding-description-96-well-white-4000240?returnurl=%2felisa%2f,781604,5.58
4000238,4.58,pureGrade™ (medium binding); Description 96-well; transparent; Bottom shape/ Well volume µl U / 330,100pk,"€ 83,71",https://www.reagecon.com/elisa/puregrade-medium-binding-description-96-well-4000238?returnurl=%2felisa%2f,781600,4.58
4000239,4.44,pureGrade™ (medium binding); Description 96-well; transparent; Bottom shape/ Well volume µl C / 350,100pk,"€ 83,71",https://www.reagecon.com/elisa/puregrade-medium-binding-description-96-well-4000239?returnurl=%2felisa%2f,781603,4.44
16033-1L,1.15,"1,2-Propanediolmeets Analytical Specification of Ph. Eur. BP  USP >=99.5%",1L,"€ 43,30",https://www.reagecon.com/generallab/labbasics/1-2-propanediolmeets-analytical-specification-of-16033--1l?returnurl=%2fgenerallab%2flabbasics%2f,16033-1L,1.15
156477-500G,1.19,4-(Dimethylamino) Benzaldehyde 99% ACS Reagent,500g,"€ 303,44",https://www.reagecon.com/generallab/labbasics/4-dimethylamino-benzaldehyde-99-acs-reagent-156477--500g?returnurl=%2fgenerallab%2flabbasics%2f,156477-500G,1.19
16033-4X5LT,22.70,"1,2-Propanediolmeets Analytical Specification of Ph. Eur. BP  USP >=99.5%",5L,"€ 510,68",https://www.reagecon.com/generallab/labbasics/1-2-propanediolmeets-analytical-specification-of-16033--4x5lt?returnurl=%2fgenerallab%2flabbasics%2f,16033-4X5L,22.70
152463-1L,1.42,2-Methyl-2-butanol ReagentPlus 99%,1L,"€ 94,70",https://www.reagecon.com/generallab/labbasics/2-methyl-2-butanol-reagentplus-99-152463--1l?returnurl=%2fgenerallab%2flabbasics%2f,152463-1L,1.42
156272-25G,0.12,"3,5-Dinitrobenzoyl Chloride >=98%",25g,"€ 43,18",https://www.reagecon.com/generallab/labbasics/3-5-dinitrobenzoyl-chloride-gt-98-156272--25g?returnurl=%2fgenerallab%2flabbasics%2f,156272-25G,0.12
151173-10G,0.05,Ninhydrin ACS Reagent,10g,"€ 39,30",https://www.reagecon.com/generallab/labbasics/ninhydrin-acs-reagent-151173--10g?returnurl=%2fgenerallab%2flabbasics%2f,151173-10G,0.05
135011-500G,1.20,"1,2-Dihydroxybenzene, ReagentPlus >=99%",500g,"€ 81,20",https://www.reagecon.com/generallab/labbasics/1-2-dihydroxybenzene-reagentplus-gt-99-135011--500g?returnurl=%2fgenerallab%2flabbasics%2f,135011-500G,1.20
151173-100G,0.46,Ninhydrin ACS Reagent,100g,"€ 197,50",https://www.reagecon.com/generallab/labbasics/ninhydrin-acs-reagent-151173--100g?returnurl=%2fgenerallab%2flabbasics%2f,151173-100G,0.46
151173-25G,0.12,Ninhydrin ACS Reagent,25g,"€ 74,70",https://www.reagecon.com/generallab/labbasics/ninhydrin-acs-reagent-151173--25g?returnurl=%2fgenerallab%2flabbasics%2f,151173-25G,0.12
135011-100G,0.45,"1,2-Dihydroxybenzene ReagentPlus ≥99%",100g,"€ 24,68",https://www.reagecon.com/generallab/labbasics/1-2-dihydroxybenzene-reagentplus-99-135011--100g?returnurl=%2fgenerallab%2flabbasics%2f,135011-100G,0.45
134368-2.5L,2.79,"1,2-Propanediol ReagentPlus 99%",2.5L,"€ 76,50",https://www.reagecon.com/generallab/labbasics/1-2-propanediol-reagentplus-99-134368--2.5l?returnurl=%2fgenerallab%2flabbasics%2f,134368-2.5L,2.79
128465-100G,0.12,Glyoxal 40 wt. % Solution in H₂O,100g,"€ 20,59",https://www.reagecon.com/generallab/labbasics/glyoxal-40-wt-solution-in-h-o-128465--100g?returnurl=%2fgenerallab%2flabbasics%2f,128465-100G,0.12
124737-25G,0.05,Glycolic Acid ReagentPlus 99%,25g,"€ 28,30",https://www.reagecon.com/generallab/labbasics/glycolic-acid-reagentplus-99-124737--25g?returnurl=%2fgenerallab%2flabbasics%2f,124737-25G,0.05
12363-1KG,1.07,Iron (II) Sulfide,1kg,"€ 64,86",https://www.reagecon.com/generallab/labbasics/iron-ii-sulfide-12363--1kg?returnurl=%2fgenerallab%2flabbasics%2f,12363-1KG,1.07
03440-50ML,0.22,N-Ethyldiisopropylamine BASF Quality >=98.0%,50ml,"€ 19,41",https://www.reagecon.com/generallab/labbasics/n-ethyldiisopropylamine-basf-quality-gt-98-0-03440--50ml?returnurl=%2fgenerallab%2flabbasics%2f,03440-50ML,0.22
112763-100,0.40,Diphenylamine Reagentplus 99%,100g,"€ 32,02",https://www.reagecon.com/generallab/labbasics/diphenylamine-reagentplus-99-112763--100?returnurl=%2fgenerallab%2flabbasics%2f,112763-100G,0.40
112682-2.5L,3.68,Ethyl Formate 97% Reagent Grade,2.5L,"€ 109,32",https://www.reagecon.com/generallab/labbasics/ethyl-formate-97-reagent-grade-112682--2.5l?returnurl=%2fgenerallab%2flabbasics%2f,112682-2.5L,3.68
00070-500ML,1.22,Acetaldehyde puriss. p.a. Anhydrous ≥99.5%,500ml,"€ 50,53",https://www.reagecon.com/generallab/labbasics/acetaldehyde-puriss-p-a-anhydrous-99-5-00070--500ml?returnurl=%2fgenerallab%2flabbasics%2f,00070-500ML,1.22
00990-100ml,0.27,Acetyl Chloride puriss. p.a. ≥99.0% (T),100ml,"€ 33,84",https://www.reagecon.com/generallab/labbasics/acetyl-chloride-puriss-p-a-99-0-t-00990--100ml?returnurl=%2fgenerallab%2flabbasics%2f,00990-100ML,0.27
92214-1G,0.05,Potassium Phosphate Monobasic TraceCERT Certified Reference Material 31P-QNMR Standard,1g,"€ 111,18",https://www.reagecon.com/analyticalapplications/crms/potassium-phosphate-monobasic-tracecert-certified-92214--1g?returnurl=%2fanalyticalapplications%2fcrms%2f,92214-1G,0.05
00070-100ML,0.36,Acetaldehyde puriss. p.a. Anhydrous ≥99.5%,100ml,"€ 28,49",https://www.reagecon.com/generallab/labbasics/acetaldehyde-puriss-p-a-anhydrous-99-5-00070--100ml?returnurl=%2fgenerallab%2flabbasics%2f,00070-100ML,0.36
93440-50G,0.18,Tris Certified Standard Certified Reference Material for Titrimetry certified by BAM according to ISO 17025 >=99.5%,50g,"€ 289,17",https://www.reagecon.com/analyticalapplications/crms/tris-certified-standard-certified-reference-93440--50g?returnurl=%2fanalyticalapplications%2fcrms%2f,93440-50G,0.18
88431-25G,0.05,Ammonium Phosphate Monobasic Analytical Standard for Nitrogen determination according to Kjeldahl Method >=99.5%,25g,"€ 78,40",https://www.reagecon.com/analyticalapplications/crms/ammonium-phosphate-monobasic-analytical-standard-88431--25g?returnurl=%2fanalyticalapplications%2fcrms%2f,88431-25G,0.05
71387-25G,0.15,Sodium Chloride Certified Reference Material for Titrimetry certified By BAM according to ISO 17025 >=99.5%,25g,"€ 119,48",https://www.reagecon.com/analyticalapplications/crms/sodium-chloride-certified-reference-material-for-71387--25g?returnurl=%2fanalyticalapplications%2fcrms%2f,71387-25G,0.15
71363,0.16,Sodium Carbonate Certified Reference Material for Titrimetry certified by BAM according to ISO 17025 >=99.5%,50g,"€ 167,73",https://www.reagecon.com/analyticalapplications/crms/sodium-carbonate-certified-reference-material-for-71363?returnurl=%2fanalyticalapplications%2fcrms%2f,71363-50G,0.16
67261-100MG,100,Bis(2-ethylhexyl) Phthalate Certified Reference Material TraceCERT,100mg,"€ 75,71",https://www.reagecon.com/analyticalapplications/crms/bis-2-ethylhexyl-phthalate-certified-reference-67261--100mg?returnurl=%2fanalyticalapplications%2fcrms%2f,67261-100MG,100
42438-50MG,0.04,Benzyl Butyl Phthalate Certified Reference Material TraceCERT,50mg,"€ 71,97",https://www.reagecon.com/analyticalapplications/crms/benzyl-butyl-phthalate-certified-reference-42438--50mg?returnurl=%2fanalyticalapplications%2fcrms%2f,42438-50MG,0.04
39971-100MG,100,Benzyl Alcohol Certified Reference Material TraceCERT,100mg,"€ 97,04",https://www.reagecon.com/analyticalapplications/crms/benzyl-alcohol-certified-reference-material-39971--100mg?returnurl=%2fanalyticalapplications%2fcrms%2f,39971-100MG,100
21067-25G,0.16,Calcium Carbonate Certified Standard Certified Reference Material for Titrimetry certified By BAM according to ISO 17025 >=99.5%,25g,"€ 271,18",https://www.reagecon.com/analyticalapplications/crms/calcium-carbonate-certified-standard-certified-21067--25g?returnurl=%2fanalyticalapplications%2fcrms%2f,21067-25G,0.16
60357-50G,0.18,Potassium Phthalate Monobasic Certified Reference Material for Titrimetry certified By BAM according to ISO 17025 >=99.5%,50g,"€ 160,68",https://www.reagecon.com/analyticalapplications/crms/potassium-phthalate-monobasic-certified-reference-60357--50g?returnurl=%2fanalyticalapplications%2fcrms%2f,60357-50G,0.18
1711100-1.70MG,1.70,Vasopressin United States Pharmacopeia (USP) Reference Standard,1.70mg,"€ 485,31",https://www.reagecon.com/analyticalapplications/crms/vasopressin-united-states-pharmacopeia-usp-1711100--1.70mg?returnurl=%2fanalyticalapplications%2fcrms%2f,1711100-1.70MG,1.70
1683606-500MG,500,Triethyl Citrate United States Pharmacopeia (USP) Reference Standard,500mg,"€ 357,39",https://www.reagecon.com/analyticalapplications/crms/triethyl-citrate-united-states-pharmacopeia-usp-1683606--500mg?returnurl=%2fanalyticalapplications%2fcrms%2f,1683606-500MG,500
1589029-30MG,30,Pyroglutamic Acid United States Pharmacopoeia (USP),30mg,"€ 398,64",https://www.reagecon.com/analyticalapplications/crms/pyroglutamic-acid-united-states-pharmacopoeia-usp-1589029--30mg?returnurl=%2fanalyticalapplications%2fcrms%2f,1589029-30MG,30
1374601-500MG,500,Malic Acid United States Pharmacopeia (USP) Reference Standard,500mg,"€ 441,99",https://www.reagecon.com/analyticalapplications/crms/malic-acid-united-states-pharmacopeia-usp-1374601--500mg?returnurl=%2fanalyticalapplications%2fcrms%2f,1374601-500MG,500
RR021,Kg,Reagecon Carbon Dioxide Standard (CO₂) Release Agent,6x200ml,"€ 137,36",https://www.reagecon.com/beverage/carbon-dioxide-release-agent/reagecon-carbon-dioxide-standard-co-release-agent-rr021?returnurl=%2fbeverage%2fcarbon-dioxide-release-agent%2f,1.80,1.80
1176506-200MG,200,Dexamethasone Acetate United States Pharmacopeia (USP) Reference Standard,200mg,"€ 398,64",https://www.reagecon.com/analyticalapplications/crms/dexamethasone-acetate-united-states-pharmacopeia-1176506--200mg?returnurl=%2fanalyticalapplications%2fcrms%2f,1176506-200MG,200
RR0207,Kg,Reagecon Carbon Dioxide Standard (CO₂) Release Agent,1L,"€ 104,90",https://www.reagecon.com/beverage/carbon-dioxide-release-agent/reagecon-carbon-dioxide-standard-co-release-agent-rr0207?returnurl=%2fbeverage%2fcarbon-dioxide-release-agent%2f,1.16,1.16
1012509-200MG,200,L-Alanine United States Pharmacopeia (USP) Reference Standard,200mg,"€ 398,64",https://www.reagecon.com/analyticalapplications/crms/l-alanine-united-states-pharmacopeia-usp-reference-1012509--200mg?returnurl=%2fanalyticalapplications%2fcrms%2f,1012509-200MG,200
9733811,2.40,Body Showers/Emergency Showers; Inlet Concealed mount; Length 625 mm; Attachment Wall/60 mm - ¾'' pipe,ea,"€ 205,39",https://www.reagecon.com/body-showers/body-showers-emergency-showers-inlet-concealed-9733811?returnurl=%2fbody-showers%2f,BR 081 085,2.40
9733810,3.02,Body Showers/Emergency Showers; Inlet Surface mount; Length 625 mm; Attachment Wall flange,ea,"€ 205,39",https://www.reagecon.com/body-showers/body-showers-emergency-showers-inlet-surface-mount-9733810?returnurl=%2fbody-showers%2f,BR 082 085,3.02
9733812,4.23,Body Showers/Emergency Showers; Inlet Surface mount; Length 565 mm; Attachment Over door wall flange,ea,"€ 293,41",https://www.reagecon.com/body-showers/body-showers-emergency-showers-inlet-surface-mount-9733812?returnurl=%2fbody-showers%2f,BR 084 085,4.23
12353-25G-F,0.15,Benzoic Acid Certified Standard Titri-M Certified Reference Material for Titrimetry Certified by BAM according to ISO 17025 >=99.5%,25g,"€ 231,75",https://www.reagecon.com/analyticalapplications/crms/benzoic-acid-certified-standard-titri-m-certified-12353--25g--f?returnurl=%2fanalyticalapplications%2fcrms%2f,12353-25G-F,0.15
4001555,0.04,LLG Aluminium Crimp Seals ND11 Ready Assembled; Aluminium; Silver; Centre Hole; Septa; 55° Shore A; 1.5mm,100pk,"€ 14,11",https://www.reagecon.com/consumablesequipment/chromatography/llg-aluminium-crimp-seals-nd11-ready-assembled-4001555?returnurl=%2fconsumablesequipment%2fchromatography%2f,4001555,0.04
4001552,0.02,LLG Aluminium Crimp Caps ND8 Ready Assembled; Caps Aluminium; Silver; Center Hole (No Liner),100pk,"€ 3,54",https://www.reagecon.com/consumablesequipment/chromatography/llg-aluminium-crimp-caps-nd8-ready-assembled-caps-4001552?returnurl=%2fconsumablesequipment%2fchromatography%2f,4001552,0.02
4001554,0.11,LLG Crimp Neck Micro Vials ND8 Clear Round Bottom 0.30ml,100pk,"€ 16,57",https://www.reagecon.com/consumablesequipment/chromatography/llg-crimp-neck-micro-vials-nd8-clear-round-bottom-4001554?returnurl=%2fconsumablesequipment%2fchromatography%2f,4001554,0.11
4001550,0.12,LLG Septa for Crimp Caps ND20; Septa Silicone White/Aluminium Foil Silver; 50° Shore A; 3.00mm,100pk,"€ 42,91",https://www.reagecon.com/consumablesequipment/chromatography/llg-septa-for-crimp-caps-nd20-septa-silicone-white-4001550?returnurl=%2fconsumablesequipment%2fchromatography%2f,4001550,0.12
4001549,0.18,LLG Crimp Seals ND20 Aluminium Ready Assembled; Caps Silver; Center Hole; Septa; 50° Shore A; 3.00mm,100pk,"€ 19,95",https://www.reagecon.com/consumablesequipment/chromatography/llg-crimp-seals-nd20-aluminium-ready-assembled-4001549?returnurl=%2fconsumablesequipment%2fchromatography%2f,4001549,0.18
4001547,0.07,LLG Inserts for Short Thread Vials ND9 Wide Opening 0.10ml Clear Conical 12mm Tip,100pk,"€ 15,02",https://www.reagecon.com/consumablesequipment/chromatography/llg-inserts-for-short-thread-vials-nd9-wide-4001547?returnurl=%2fconsumablesequipment%2fchromatography%2f,4001547,0.07
4001545,0.29,Crimp top vials and caps; Description N 11-1; clear; lable area; wide opening; Capacity 1.50 ml; diameter /  height rim 11 / - mm; o.d. x Height 11.5 32.5 mm,100pk,"€ 18,59",https://www.reagecon.com/consumablesequipment/chromatography/crimp-top-vials-and-caps-description-n-11-1-clear-4001545?returnurl=%2fconsumablesequipment%2fchromatography%2f,702713,0.29
4001544,0.03,LLG PE Snap Ring Seals ND11 Ready Assembled; Caps Transparent; Centre Hole; Septa; 45° Shore A; 1.30mm,100pk,"€ 9,96",https://www.reagecon.com/consumablesequipment/chromatography/llg-pe-snap-ring-seals-nd11-ready-assembled-caps-4001544?returnurl=%2fconsumablesequipment%2fchromatography%2f,4001544,0.03
4001522,0.03,LLG Aluminium Crimp Seals ND11 Ready Assembled; Green; Centre Hole; Septa; 45° Shore A; 1mm,100pk,"€ 7,89",https://www.reagecon.com/consumablesequipment/chromatography/llg-aluminium-crimp-seals-nd11-ready-assembled-4001522?returnurl=%2fconsumablesequipment%2fchromatography%2f,4001522,0.03
4001535,0.01,LLG Septa for Crimp Caps ND11; Septa PTFE Virginal; White; 53° Shore D; 0.25mm,100pk,"€ 4,00",https://www.reagecon.com/consumablesequipment/chromatography/llg-septa-for-crimp-caps-nd11-septa-ptfe-virginal-4001535?returnurl=%2fconsumablesequipment%2fchromatography%2f,4001535,0.01
4001528,0.12,LLG Storage Box PP for ND20; Blue; Bottle Size 5/10/20ml; Array 5x5,ea,"€ 18,41",https://www.reagecon.com/consumablesequipment/chromatography/llg-storage-box-pp-for-nd20-blue-bottle-size-5-10-4001528?returnurl=%2fconsumablesequipment%2fchromatography%2f,4001528,0.12
4001521,0.03,LLG PP Short Thread Seals ND9; Ready Assembled; Caps Blue Centre Hole; Septa; 55° Shore A; 1.00mm,100pk,"€ 14,11",https://www.reagecon.com/consumablesequipment/chromatography/llg-pp-short-thread-seals-nd9-ready-assembled-caps-4001521?returnurl=%2fconsumablesequipment%2fchromatography%2f,4001521,0.03
4001516,0.23,LLG Micro Crimp Neck Vials ND11 1.10ml; Clear; Conical,100pk,"€ 33,60",https://www.reagecon.com/consumablesequipment/chromatography/llg-micro-crimp-neck-vials-nd11-1-10ml-clear-4001516?returnurl=%2fconsumablesequipment%2fchromatography%2f,4001516,0.23
4001515,0.11,LLG Crimp Neck Micro Vials ND8 Clear Conical 0.60ml,100pk,"€ 17,68",https://www.reagecon.com/consumablesequipment/chromatography/llg-crimp-neck-micro-vials-nd8-clear-conical-0-4001515?returnurl=%2fconsumablesequipment%2fchromatography%2f,4001515,0.11
4001511,0.15,Silylation reagents - BSTFA; SILYL-991; Description SILYL-991 (BSTFA - TMCS (99:1); Capacity 1 ml,ea,"€ 149,90",https://www.reagecon.com/consumablesequipment/chromatography/silylation-reagents-bstfa-silyl-991-description-4001511?returnurl=%2fconsumablesequipment%2fchromatography%2f,701490.201,0.15
4001510,0.16,Silylation reagents - BSTFA; SILYL-991; Description SILYL-991 (BSTFA - TMCS (99:1); Capacity 50 ml,ea,"€ 350,92",https://www.reagecon.com/consumablesequipment/chromatography/silylation-reagents-bstfa-silyl-991-description-4001510?returnurl=%2fconsumablesequipment%2fchromatography%2f,701490.150,0.16
4001487,0.15,Silylation reagents - BSTFA; SILYL-991; Description BSTFA; Capacity 10 ml,5pk,"€ 233,56",https://www.reagecon.com/consumablesequipment/chromatography/silylation-reagents-bstfa-silyl-991-description-4001487?returnurl=%2fconsumablesequipment%2fchromatography%2f,701220.510,0.15
